"var_names","var_labels","year","survey","type"
"ci11d299","What was the total amount of your arrears on general utilities on 31 December 2010?",2011,"Economic Situation Income","categorical"
"ci12e299","What was the total amount of your arrears on general utilities on 31 December 2011?",2012,"Economic Situation Income","categorical"
"ci13f299","What was the total amount of your arrears on general utilities on 31 December 2012?",2013,"Economic Situation Income","categorical"
"ci14g299","What was the total amount of your arrears on general utilities on 31 December 2013?",2014,"Economic Situation Income","categorical"
"ci15h299","What was the total amount of your arrears on general utilities on 31 December 2014?",2015,"Economic Situation Income","categorical"
"ci16i299","What was the total amount of your arrears on general utilities on 31 December 2015?",2016,"Economic Situation Income","categorical"
"ci17j299","What was the total amount of your arrears on general utilities on 31 December 2016?",2017,"Economic Situation Income","categorical"
"ci18k299","What was the total amount of your arrears on general utilities on 31 December 2017?",2018,"Economic Situation Income","categorical"
"ci19l299","What was the total amount of your arrears on general utilities on 31 December 2018?",2019,"Economic Situation Income","categorical"
"ci08a300","What was the total amount of your arrears on other bills on 31 December 2007?",2008,"Economic Situation Income","interval"
"ci09b300","What was the total amount of your arrears on other bills on 31 December 2008?",2009,"Economic Situation Income","interval"
"ci10c300","What was the total amount of your arrears on other bills on 31 December 2009?",2010,"Economic Situation Income","interval"
"ci11d300","What was the total amount of your arrears on other bills on 31 December 2010?",2011,"Economic Situation Income","categorical"
"ci12e300","What was the total amount of your arrears on other bills on 31 December 2011?",2012,"Economic Situation Income","interval"
"ci13f300","What was the total amount of your arrears on other bills on 31 December 2012?",2013,"Economic Situation Income","categorical"
"ci14g300","What was the total amount of your arrears on other bills on 31 December 2013?",2014,"Economic Situation Income","interval"
"ci15h300","What was the total amount of your arrears on other bills on 31 December 2014?",2015,"Economic Situation Income","interval"
"ci16i300","What was the total amount of your arrears on other bills on 31 December 2015?",2016,"Economic Situation Income","interval"
"ci17j300","What was the total amount of your arrears on other bills on 31 December 2016?",2017,"Economic Situation Income","interval"
"ci18k300","What was the total amount of your arrears on other bills on 31 December 2017?",2018,"Economic Situation Income","interval"
"ci19l300","What was the total amount of your arrears on other bills on 31 December 2018?",2019,"Economic Situation Income","categorical"
"ci08a301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2007?",2008,"Economic Situation Income","categorical"
"ci09b301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2008?",2009,"Economic Situation Income","categorical"
"ci10c301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2009?",2010,"Economic Situation Income","categorical"
"ci11d301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2010?",2011,"Economic Situation Income","categorical"
"ci12e301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2011?",2012,"Economic Situation Income","categorical"
"ci13f301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2012?",2013,"Economic Situation Income","categorical"
"ci14g301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2013?",2014,"Economic Situation Income","categorical"
"ci15h301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2014?",2015,"Economic Situation Income","categorical"
"ci16i301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2015?",2016,"Economic Situation Income","categorical"
"ci17j301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2016?",2017,"Economic Situation Income","categorical"
"ci18k301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2017?",2018,"Economic Situation Income","categorical"
"ci19l301","Did you fall into arrears for more than 2 months on rent (tenants) or installments on mortgage and interest (owners) in 2018?",2019,"Economic Situation Income","categorical"
"ci08a302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2007?",2008,"Economic Situation Income","categorical"
"ci09b302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2008?",2009,"Economic Situation Income","categorical"
"ci10c302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2009?",2010,"Economic Situation Income","categorical"
"ci11d302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2010?",2011,"Economic Situation Income","categorical"
"ci12e302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2011?",2012,"Economic Situation Income","categorical"
"ci13f302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2012?",2013,"Economic Situation Income","categorical"
"ci14g302","What were your largest arrears (in terms of months) on rent or installments on mortgage in 2013?",2014,"Economic Situation Income","categorical"
